Vardas              Pavarde             Galutinis(vid.)     
Vardas777           Pavarde777          8.8               
Vardas778           Pavarde778          4.96              
Vardas779           Pavarde779          3.4               
Vardas780           Pavarde780          8.4               
Vardas781           Pavarde781          8.08              
Vardas782           Pavarde782          5.8               
Vardas783           Pavarde783          6.28              
Vardas784           Pavarde784          7.12              
Vardas785           Pavarde785          6.92              
Vardas786           Pavarde786          5.64              
Vardas787           Pavarde787          4.88              
Vardas788           Pavarde788          6.92              
Vardas789           Pavarde789          2.88              
Vardas790           Pavarde790          4.28              
Vardas791           Pavarde791          5.52              
Vardas792           Pavarde792          5.44              
Vardas793           Pavarde793          8.96              
Vardas794           Pavarde794          7.12              
Vardas795           Pavarde795          5.84              
Vardas796           Pavarde796          5                 
Vardas797           Pavarde797          7.52              
Vardas798           Pavarde798          2.48              
Vardas799           Pavarde799          6.12              
Vardas800           Pavarde800          6.2               
Vardas801           Pavarde801          6.4               
Vardas802           Pavarde802          2.72              
Vardas803           Pavarde803          5.76              
Vardas804           Pavarde804          8.12              
Vardas805           Pavarde805          7.36              
Vardas806           Pavarde806          6.64              
Vardas807           Pavarde807          6.6               
Vardas808           Pavarde808          3                 
Vardas809           Pavarde809          5.8               
Vardas810           Pavarde810          3.2               
Vardas811           Pavarde811          2.6               
Vardas812           Pavarde812          7.84              
Vardas813           Pavarde813          5.92              
Vardas814           Pavarde814          4.8               
Vardas815           Pavarde815          6.88              
Vardas816           Pavarde816          7.48              
Vardas817           Pavarde817          4.92              
Vardas818           Pavarde818          6.88              
Vardas819           Pavarde819          7.04              
Vardas820           Pavarde820          6.08              
Vardas821           Pavarde821          4.04              
Vardas822           Pavarde822          5.6               
Vardas823           Pavarde823          6.88              
Vardas824           Pavarde824          7.36              
Vardas825           Pavarde825          3.24              
Vardas826           Pavarde826          6.8               
Vardas827           Pavarde827          7.84              
Vardas828           Pavarde828          3.2               
Vardas829           Pavarde829          7.72              
Vardas830           Pavarde830          3.36              
Vardas831           Pavarde831          6.96              
Vardas832           Pavarde832          6.28              
Vardas833           Pavarde833          6.88              
Vardas834           Pavarde834          3.6               
Vardas835           Pavarde835          6.84              
Vardas836           Pavarde836          2.36              
Vardas837           Pavarde837          6.12              
Vardas838           Pavarde838          8.08              
Vardas839           Pavarde839          8.68              
Vardas840           Pavarde840          2.72              
Vardas841           Pavarde841          3.08              
Vardas842           Pavarde842          3.92              
Vardas843           Pavarde843          5.52              
Vardas844           Pavarde844          4.08              
Vardas845           Pavarde845          4                 
Vardas846           Pavarde846          8.24              
Vardas847           Pavarde847          4.92              
Vardas848           Pavarde848          8                 
Vardas849           Pavarde849          6.56              
Vardas850           Pavarde850          4.4               
Vardas851           Pavarde851          7.6               
Vardas852           Pavarde852          4.44              
Vardas853           Pavarde853          4.44              
Vardas854           Pavarde854          6.88              
Vardas855           Pavarde855          5.44              
Vardas856           Pavarde856          2.64              
Vardas857           Pavarde857          6.24              
Vardas858           Pavarde858          7.44              
Vardas859           Pavarde859          5.04              
Vardas860           Pavarde860          8.24              
Vardas861           Pavarde861          8.4               
Vardas862           Pavarde862          3.68              
Vardas863           Pavarde863          5.32              
Vardas864           Pavarde864          7.24              
Vardas865           Pavarde865          6.64              
Vardas866           Pavarde866          7                 
Vardas867           Pavarde867          7.28              
Vardas868           Pavarde868          6.36              
Vardas869           Pavarde869          3.6               
Vardas870           Pavarde870          5.04              
Vardas871           Pavarde871          4.28              
Vardas872           Pavarde872          6.36              
Vardas873           Pavarde873          3.44              
Vardas874           Pavarde874          5.12              
Vardas875           Pavarde875          3.56              
Vardas876           Pavarde876          5.92              
Vardas877           Pavarde877          6.92              
Vardas878           Pavarde878          7.08              
Vardas879           Pavarde879          5.2               
Vardas880           Pavarde880          2.88              
Vardas881           Pavarde881          7.92              
Vardas882           Pavarde882          3.36              
Vardas883           Pavarde883          6.64              
Vardas884           Pavarde884          3.16              
Vardas885           Pavarde885          7.48              
Vardas886           Pavarde886          7.4               
Vardas887           Pavarde887          7.76              
Vardas888           Pavarde888          7.12              
Vardas889           Pavarde889          6.36              
Vardas890           Pavarde890          3                 
Vardas891           Pavarde891          6.72              
Vardas892           Pavarde892          5.32              
Vardas893           Pavarde893          6.6               
Vardas894           Pavarde894          5.44              
Vardas895           Pavarde895          8.08              
Vardas896           Pavarde896          5.64              
Vardas897           Pavarde897          8.8               
Vardas898           Pavarde898          2.96              
Vardas899           Pavarde899          2.84              
Vardas900           Pavarde900          5.32              
Vardas901           Pavarde901          3.72              
Vardas902           Pavarde902          6.84              
Vardas903           Pavarde903          6.56              
Vardas904           Pavarde904          2.04              
Vardas905           Pavarde905          2.12              
Vardas906           Pavarde906          3.16              
Vardas907           Pavarde907          6.84              
Vardas908           Pavarde908          2.76              
Vardas909           Pavarde909          5.36              
Vardas910           Pavarde910          7.24              
Vardas911           Pavarde911          8.88              
Vardas912           Pavarde912          4.68              
Vardas913           Pavarde913          4.64              
Vardas914           Pavarde914          6.68              
Vardas915           Pavarde915          4.32              
Vardas916           Pavarde916          7.12              
Vardas917           Pavarde917          3.08              
Vardas918           Pavarde918          5.24              
Vardas919           Pavarde919          8.24              
Vardas920           Pavarde920          7.84              
Vardas921           Pavarde921          2.28              
Vardas922           Pavarde922          5.04              
Vardas923           Pavarde923          2.68              
Vardas924           Pavarde924          6.84              
Vardas925           Pavarde925          3.96              
Vardas926           Pavarde926          7.08              
Vardas927           Pavarde927          3.44              
Vardas928           Pavarde928          7.96              
Vardas929           Pavarde929          4.8               
Vardas930           Pavarde930          7.52              
Vardas931           Pavarde931          6.36              
Vardas932           Pavarde932          8.24              
Vardas933           Pavarde933          5.04              
Vardas934           Pavarde934          5.32              
Vardas935           Pavarde935          3.12              
Vardas936           Pavarde936          5.36              
Vardas937           Pavarde937          3.76              
Vardas938           Pavarde938          6.96              
Vardas939           Pavarde939          6.88              
Vardas940           Pavarde940          6.8               
Vardas941           Pavarde941          7.28              
Vardas942           Pavarde942          4.76              
Vardas943           Pavarde943          4.52              
Vardas944           Pavarde944          8.48              
Vardas945           Pavarde945          7.48              
Vardas946           Pavarde946          4.68              
Vardas947           Pavarde947          4.56              
Vardas948           Pavarde948          6.56              
Vardas949           Pavarde949          3.52              
Vardas950           Pavarde950          7.44              
Vardas951           Pavarde951          5.28              
Vardas952           Pavarde952          4.24              
Vardas953           Pavarde953          7.08              
Vardas954           Pavarde954          5.08              
Vardas955           Pavarde955          3.96              
Vardas956           Pavarde956          4.2               
Vardas957           Pavarde957          3.88              
Vardas958           Pavarde958          5.08              
Vardas959           Pavarde959          4.8               
Vardas960           Pavarde960          4.24              
Vardas961           Pavarde961          3.12              
Vardas962           Pavarde962          2.8               
Vardas963           Pavarde963          3.04              
Vardas964           Pavarde964          9.04              
Vardas965           Pavarde965          6.08              
Vardas966           Pavarde966          6.36              
Vardas967           Pavarde967          4.96              
Vardas968           Pavarde968          4.08              
Vardas969           Pavarde969          4.92              
Vardas970           Pavarde970          3.92              
Vardas971           Pavarde971          3.52              
Vardas972           Pavarde972          8.36              
Vardas973           Pavarde973          6.08              
Vardas974           Pavarde974          7.16              
Vardas975           Pavarde975          6.32              
Vardas976           Pavarde976          6.68              
Vardas977           Pavarde977          3.36              
Vardas978           Pavarde978          5.52              
Vardas979           Pavarde979          8.68              
Vardas980           Pavarde980          3.56              
Vardas981           Pavarde981          4.48              
Vardas982           Pavarde982          2.12              
Vardas983           Pavarde983          1.96              
Vardas984           Pavarde984          3.64              
Vardas985           Pavarde985          2.72              
Vardas986           Pavarde986          6.96              
Vardas987           Pavarde987          7.08              
Vardas988           Pavarde988          3.16              
Vardas989           Pavarde989          4.28              
Vardas990           Pavarde990          5.52              
Vardas991           Pavarde991          5.64              
Vardas992           Pavarde992          3                 
Vardas993           Pavarde993          2.28              
Vardas994           Pavarde994          7.04              
Vardas995           Pavarde995          4.28              
Vardas996           Pavarde996          4.6               
Vardas997           Pavarde997          3.2               
Vardas998           Pavarde998          4.36              
Vardas999           Pavarde999          4.84              
Vardas1000          Pavarde1000         4.24              
