Vardas              Pavarde             Galutinis(vid.)     
Vardas1316          Pavarde1316         5.6               
Vardas1317          Pavarde1317         5.6               
Vardas1318          Pavarde1318         4.32              
Vardas1319          Pavarde1319         3.76              
Vardas1320          Pavarde1320         6.72              
Vardas1321          Pavarde1321         3.2               
Vardas1322          Pavarde1322         2.04              
Vardas1323          Pavarde1323         2.44              
Vardas1324          Pavarde1324         6.16              
Vardas1325          Pavarde1325         2.04              
Vardas1326          Pavarde1326         5.56              
Vardas1327          Pavarde1327         8.48              
Vardas1328          Pavarde1328         8.88              
Vardas1329          Pavarde1329         8.2               
Vardas1330          Pavarde1330         4.92              
Vardas1331          Pavarde1331         3.76              
Vardas1332          Pavarde1332         7.2               
Vardas1333          Pavarde1333         4.84              
Vardas1334          Pavarde1334         2.6               
Vardas1335          Pavarde1335         7.68              
Vardas1336          Pavarde1336         5.8               
Vardas1337          Pavarde1337         7.2               
Vardas1338          Pavarde1338         5.68              
Vardas1339          Pavarde1339         3.76              
Vardas1340          Pavarde1340         7.6               
Vardas1341          Pavarde1341         3.08              
Vardas1342          Pavarde1342         4.52              
Vardas1343          Pavarde1343         3.96              
Vardas1344          Pavarde1344         3.2               
Vardas1345          Pavarde1345         8.2               
Vardas1346          Pavarde1346         6.76              
Vardas1347          Pavarde1347         6.96              
Vardas1348          Pavarde1348         5.92              
Vardas1349          Pavarde1349         8.24              
Vardas1350          Pavarde1350         3.36              
Vardas1351          Pavarde1351         7.84              
Vardas1352          Pavarde1352         4.68              
Vardas1353          Pavarde1353         7.72              
Vardas1354          Pavarde1354         8.44              
Vardas1355          Pavarde1355         3.96              
Vardas1356          Pavarde1356         3.84              
Vardas1357          Pavarde1357         6.44              
Vardas1358          Pavarde1358         2.6               
Vardas1359          Pavarde1359         7.48              
Vardas1360          Pavarde1360         8.28              
Vardas1361          Pavarde1361         4.72              
Vardas1362          Pavarde1362         2.84              
Vardas1363          Pavarde1363         4.48              
Vardas1364          Pavarde1364         6.32              
Vardas1365          Pavarde1365         6.28              
Vardas1366          Pavarde1366         3.56              
Vardas1367          Pavarde1367         4.72              
Vardas1368          Pavarde1368         2.44              
Vardas1369          Pavarde1369         6.84              
Vardas1370          Pavarde1370         3.24              
Vardas1371          Pavarde1371         2.36              
Vardas1372          Pavarde1372         6.32              
Vardas1373          Pavarde1373         8.16              
Vardas1374          Pavarde1374         5.08              
Vardas1375          Pavarde1375         5.8               
Vardas1376          Pavarde1376         5.12              
Vardas1377          Pavarde1377         2.52              
Vardas1378          Pavarde1378         4.08              
Vardas1379          Pavarde1379         7.8               
Vardas1380          Pavarde1380         4.92              
Vardas1381          Pavarde1381         6.64              
Vardas1382          Pavarde1382         4.88              
Vardas1383          Pavarde1383         7.04              
Vardas1384          Pavarde1384         8.4               
Vardas1385          Pavarde1385         6.48              
Vardas1386          Pavarde1386         5.04              
Vardas1387          Pavarde1387         3.28              
Vardas1388          Pavarde1388         7.4               
Vardas1389          Pavarde1389         4.36              
Vardas1390          Pavarde1390         4.92              
Vardas1391          Pavarde1391         2.68              
Vardas1392          Pavarde1392         3.16              
Vardas1393          Pavarde1393         8.4               
Vardas1394          Pavarde1394         6.08              
Vardas1395          Pavarde1395         4.8               
Vardas1396          Pavarde1396         3.36              
Vardas1397          Pavarde1397         4.28              
Vardas1398          Pavarde1398         7.68              
Vardas1399          Pavarde1399         6.88              
Vardas1400          Pavarde1400         3.28              
Vardas1401          Pavarde1401         8.04              
Vardas1402          Pavarde1402         4.28              
Vardas1403          Pavarde1403         5.88              
Vardas1404          Pavarde1404         6.72              
Vardas1405          Pavarde1405         5                 
Vardas1406          Pavarde1406         6.6               
Vardas1407          Pavarde1407         4.68              
Vardas1408          Pavarde1408         7.04              
Vardas1409          Pavarde1409         8.56              
Vardas1410          Pavarde1410         7.08              
Vardas1411          Pavarde1411         2.8               
Vardas1412          Pavarde1412         4.08              
Vardas1413          Pavarde1413         5.2               
Vardas1414          Pavarde1414         6.12              
Vardas1415          Pavarde1415         5.56              
Vardas1416          Pavarde1416         3.44              
Vardas1417          Pavarde1417         8                 
Vardas1418          Pavarde1418         5                 
Vardas1419          Pavarde1419         7.56              
Vardas1420          Pavarde1420         7.92              
Vardas1421          Pavarde1421         5.44              
Vardas1422          Pavarde1422         3.88              
Vardas1423          Pavarde1423         6.32              
Vardas1424          Pavarde1424         5.6               
Vardas1425          Pavarde1425         7.84              
Vardas1426          Pavarde1426         7.44              
Vardas1427          Pavarde1427         2.28              
Vardas1428          Pavarde1428         7.36              
Vardas1429          Pavarde1429         7.92              
Vardas1430          Pavarde1430         4                 
Vardas1431          Pavarde1431         7.68              
Vardas1432          Pavarde1432         3.4               
Vardas1433          Pavarde1433         5.92              
Vardas1434          Pavarde1434         7.88              
Vardas1435          Pavarde1435         6.16              
Vardas1436          Pavarde1436         6.64              
Vardas1437          Pavarde1437         6.92              
Vardas1438          Pavarde1438         4.4               
Vardas1439          Pavarde1439         5.08              
Vardas1440          Pavarde1440         5.08              
Vardas1441          Pavarde1441         5.48              
Vardas1442          Pavarde1442         5.68              
Vardas1443          Pavarde1443         7.04              
Vardas1444          Pavarde1444         7.36              
Vardas1445          Pavarde1445         7.04              
Vardas1446          Pavarde1446         5.2               
Vardas1447          Pavarde1447         6.52              
Vardas1448          Pavarde1448         2.12              
Vardas1449          Pavarde1449         5.72              
Vardas1450          Pavarde1450         5.6               
Vardas1451          Pavarde1451         6.72              
Vardas1452          Pavarde1452         7.28              
Vardas1453          Pavarde1453         4.88              
Vardas1454          Pavarde1454         2.6               
Vardas1455          Pavarde1455         6.88              
Vardas1456          Pavarde1456         5.04              
Vardas1457          Pavarde1457         4.52              
Vardas1458          Pavarde1458         5.08              
Vardas1459          Pavarde1459         5.44              
Vardas1460          Pavarde1460         3.04              
Vardas1461          Pavarde1461         7.12              
Vardas1462          Pavarde1462         7.68              
Vardas1463          Pavarde1463         6.56              
Vardas1464          Pavarde1464         5.84              
Vardas1465          Pavarde1465         4.48              
Vardas1466          Pavarde1466         3.8               
Vardas1467          Pavarde1467         6                 
Vardas1468          Pavarde1468         6.04              
Vardas1469          Pavarde1469         4.56              
Vardas1470          Pavarde1470         6.88              
Vardas1471          Pavarde1471         7.12              
Vardas1472          Pavarde1472         4.32              
Vardas1473          Pavarde1473         6.36              
Vardas1474          Pavarde1474         4.32              
Vardas1475          Pavarde1475         4.48              
Vardas1476          Pavarde1476         6.28              
Vardas1477          Pavarde1477         3.96              
Vardas1478          Pavarde1478         4.08              
Vardas1479          Pavarde1479         4.44              
Vardas1480          Pavarde1480         7.2               
Vardas1481          Pavarde1481         4.76              
Vardas1482          Pavarde1482         6.16              
Vardas1483          Pavarde1483         7.96              
Vardas1484          Pavarde1484         6.84              
Vardas1485          Pavarde1485         7.16              
Vardas1486          Pavarde1486         6.6               
Vardas1487          Pavarde1487         4.12              
Vardas1488          Pavarde1488         2.72              
Vardas1489          Pavarde1489         7.8               
Vardas1490          Pavarde1490         4.4               
Vardas1491          Pavarde1491         4.2               
Vardas1492          Pavarde1492         3.88              
Vardas1493          Pavarde1493         6.56              
Vardas1494          Pavarde1494         8.32              
Vardas1495          Pavarde1495         3.6               
Vardas1496          Pavarde1496         5.76              
Vardas1497          Pavarde1497         8.16              
Vardas1498          Pavarde1498         5.44              
Vardas1499          Pavarde1499         2                 
Vardas1500          Pavarde1500         7.24              
Vardas1501          Pavarde1501         3.64              
Vardas1502          Pavarde1502         6.56              
Vardas1503          Pavarde1503         5.28              
Vardas1504          Pavarde1504         6.8               
Vardas1505          Pavarde1505         7.72              
Vardas1506          Pavarde1506         1.72              
Vardas1507          Pavarde1507         3.08              
Vardas1508          Pavarde1508         2.76              
Vardas1509          Pavarde1509         3.52              
Vardas1510          Pavarde1510         2.44              
Vardas1511          Pavarde1511         7.16              
Vardas1512          Pavarde1512         4.28              
Vardas1513          Pavarde1513         3.56              
Vardas1514          Pavarde1514         5.2               
Vardas1515          Pavarde1515         5.64              
Vardas1516          Pavarde1516         6.56              
Vardas1517          Pavarde1517         5.32              
Vardas1518          Pavarde1518         4.8               
Vardas1519          Pavarde1519         5.2               
Vardas1520          Pavarde1520         4.12              
Vardas1521          Pavarde1521         7.52              
Vardas1522          Pavarde1522         8.04              
Vardas1523          Pavarde1523         7.88              
Vardas1524          Pavarde1524         4.2               
Vardas1525          Pavarde1525         3.88              
Vardas1526          Pavarde1526         7.64              
Vardas1527          Pavarde1527         5.4               
Vardas1528          Pavarde1528         7.84              
Vardas1529          Pavarde1529         6.88              
Vardas1530          Pavarde1530         7.96              
Vardas1531          Pavarde1531         4.36              
Vardas1532          Pavarde1532         4.2               
Vardas1533          Pavarde1533         6.16              
Vardas1534          Pavarde1534         7.96              
Vardas1535          Pavarde1535         4.16              
Vardas1536          Pavarde1536         7.44              
Vardas1537          Pavarde1537         4.44              
Vardas1538          Pavarde1538         5                 
Vardas1539          Pavarde1539         3.28              
Vardas1540          Pavarde1540         6.04              
Vardas1541          Pavarde1541         8.44              
Vardas1542          Pavarde1542         6.08              
Vardas1543          Pavarde1543         3.24              
Vardas1544          Pavarde1544         5.88              
Vardas1545          Pavarde1545         2.28              
Vardas1546          Pavarde1546         5.72              
Vardas1547          Pavarde1547         7.12              
Vardas1548          Pavarde1548         4.28              
Vardas1549          Pavarde1549         6.76              
Vardas1550          Pavarde1550         3.92              
Vardas1551          Pavarde1551         6.32              
Vardas1552          Pavarde1552         5.28              
Vardas1553          Pavarde1553         7.16              
Vardas1554          Pavarde1554         5.32              
Vardas1555          Pavarde1555         2.84              
Vardas1556          Pavarde1556         2.72              
Vardas1557          Pavarde1557         7.24              
Vardas1558          Pavarde1558         6.28              
Vardas1559          Pavarde1559         8.64              
Vardas1560          Pavarde1560         4.76              
Vardas1561          Pavarde1561         4.36              
Vardas1562          Pavarde1562         3.6               
Vardas1563          Pavarde1563         2.76              
Vardas1564          Pavarde1564         3.44              
Vardas1565          Pavarde1565         4.44              
Vardas1566          Pavarde1566         7.44              
Vardas1567          Pavarde1567         3.04              
Vardas1568          Pavarde1568         6.84              
Vardas1569          Pavarde1569         6.2               
Vardas1570          Pavarde1570         1.96              
Vardas1571          Pavarde1571         6.48              
Vardas1572          Pavarde1572         7.36              
Vardas1573          Pavarde1573         8.24              
Vardas1574          Pavarde1574         3.8               
Vardas1575          Pavarde1575         2.92              
Vardas1576          Pavarde1576         4.28              
Vardas1577          Pavarde1577         7.88              
Vardas1578          Pavarde1578         7.4               
Vardas1579          Pavarde1579         6.36              
Vardas1580          Pavarde1580         7.28              
Vardas1581          Pavarde1581         3.76              
Vardas1582          Pavarde1582         4.4               
Vardas1583          Pavarde1583         3.88              
Vardas1584          Pavarde1584         3.68              
Vardas1585          Pavarde1585         3.28              
Vardas1586          Pavarde1586         6                 
Vardas1587          Pavarde1587         3.08              
Vardas1588          Pavarde1588         5                 
Vardas1589          Pavarde1589         3.96              
Vardas1590          Pavarde1590         3.8               
Vardas1591          Pavarde1591         4.2               
Vardas1592          Pavarde1592         3.24              
Vardas1593          Pavarde1593         3.76              
Vardas1594          Pavarde1594         2.48              
Vardas1595          Pavarde1595         4.4               
Vardas1596          Pavarde1596         5.92              
Vardas1597          Pavarde1597         7.8               
Vardas1598          Pavarde1598         4.6               
Vardas1599          Pavarde1599         8.88              
Vardas1600          Pavarde1600         3.12              
Vardas1601          Pavarde1601         8.16              
Vardas1602          Pavarde1602         4.52              
Vardas1603          Pavarde1603         2.92              
Vardas1604          Pavarde1604         3                 
Vardas1605          Pavarde1605         3.88              
Vardas1606          Pavarde1606         3.76              
Vardas1607          Pavarde1607         8.56              
Vardas1608          Pavarde1608         5.12              
Vardas1609          Pavarde1609         3.08              
Vardas1610          Pavarde1610         3.04              
Vardas1611          Pavarde1611         5.4               
Vardas1612          Pavarde1612         7.88              
Vardas1613          Pavarde1613         4.16              
Vardas1614          Pavarde1614         7.96              
Vardas1615          Pavarde1615         7.6               
Vardas1616          Pavarde1616         5.6               
Vardas1617          Pavarde1617         6.72              
Vardas1618          Pavarde1618         4.96              
Vardas1619          Pavarde1619         6.28              
Vardas1620          Pavarde1620         3                 
Vardas1621          Pavarde1621         3.16              
Vardas1622          Pavarde1622         7.48              
Vardas1623          Pavarde1623         5.36              
Vardas1624          Pavarde1624         4.72              
Vardas1625          Pavarde1625         7.72              
Vardas1626          Pavarde1626         4.2               
Vardas1627          Pavarde1627         3.64              
Vardas1628          Pavarde1628         8.8               
Vardas1629          Pavarde1629         3.28              
Vardas1630          Pavarde1630         6.44              
Vardas1631          Pavarde1631         7.96              
Vardas1632          Pavarde1632         4.48              
Vardas1633          Pavarde1633         3.36              
Vardas1634          Pavarde1634         3.24              
Vardas1635          Pavarde1635         7.32              
Vardas1636          Pavarde1636         8.16              
Vardas1637          Pavarde1637         3.32              
Vardas1638          Pavarde1638         4.96              
Vardas1639          Pavarde1639         7.48              
Vardas1640          Pavarde1640         4.6               
Vardas1641          Pavarde1641         6.36              
Vardas1642          Pavarde1642         5.08              
Vardas1643          Pavarde1643         8.12              
Vardas1644          Pavarde1644         3.96              
Vardas1645          Pavarde1645         6.68              
Vardas1646          Pavarde1646         8.4               
Vardas1647          Pavarde1647         6.56              
Vardas1648          Pavarde1648         8.24              
Vardas1649          Pavarde1649         2.36              
Vardas1650          Pavarde1650         2.92              
Vardas1651          Pavarde1651         7.52              
Vardas1652          Pavarde1652         4.84              
Vardas1653          Pavarde1653         3.8               
Vardas1654          Pavarde1654         4.16              
Vardas1655          Pavarde1655         4.72              
Vardas1656          Pavarde1656         7.4               
Vardas1657          Pavarde1657         5.56              
Vardas1658          Pavarde1658         6                 
Vardas1659          Pavarde1659         4.44              
Vardas1660          Pavarde1660         3.6               
Vardas1661          Pavarde1661         7                 
Vardas1662          Pavarde1662         5.64              
Vardas1663          Pavarde1663         4.4               
Vardas1664          Pavarde1664         4.2               
Vardas1665          Pavarde1665         3.4               
Vardas1666          Pavarde1666         6.88              
Vardas1667          Pavarde1667         2.36              
Vardas1668          Pavarde1668         8.24              
Vardas1669          Pavarde1669         7.92              
Vardas1670          Pavarde1670         7.44              
Vardas1671          Pavarde1671         6.72              
Vardas1672          Pavarde1672         7.12              
Vardas1673          Pavarde1673         4.76              
Vardas1674          Pavarde1674         2.52              
Vardas1675          Pavarde1675         5.24              
Vardas1676          Pavarde1676         7.12              
Vardas1677          Pavarde1677         4.92              
Vardas1678          Pavarde1678         7.08              
Vardas1679          Pavarde1679         6.2               
Vardas1680          Pavarde1680         3.28              
Vardas1681          Pavarde1681         2.6               
Vardas1682          Pavarde1682         3.4               
Vardas1683          Pavarde1683         4.04              
Vardas1684          Pavarde1684         3.04              
Vardas1685          Pavarde1685         5.72              
Vardas1686          Pavarde1686         4.92              
Vardas1687          Pavarde1687         2.52              
Vardas1688          Pavarde1688         5.92              
Vardas1689          Pavarde1689         7.28              
Vardas1690          Pavarde1690         4.04              
Vardas1691          Pavarde1691         4.84              
Vardas1692          Pavarde1692         5.2               
Vardas1693          Pavarde1693         5.12              
Vardas1694          Pavarde1694         7.44              
Vardas1695          Pavarde1695         3.76              
Vardas1696          Pavarde1696         8.72              
Vardas1697          Pavarde1697         6.8               
Vardas1698          Pavarde1698         4.44              
Vardas1699          Pavarde1699         7.84              
Vardas1700          Pavarde1700         6.4               
Vardas1701          Pavarde1701         5.84              
Vardas1702          Pavarde1702         6.52              
Vardas1703          Pavarde1703         2.92              
Vardas1704          Pavarde1704         6.28              
Vardas1705          Pavarde1705         2.48              
Vardas1706          Pavarde1706         5.12              
Vardas1707          Pavarde1707         7.36              
Vardas1708          Pavarde1708         7.72              
Vardas1709          Pavarde1709         7.72              
Vardas1710          Pavarde1710         2.68              
Vardas1711          Pavarde1711         3.76              
Vardas1712          Pavarde1712         7.36              
Vardas1713          Pavarde1713         3.48              
Vardas1714          Pavarde1714         3.48              
Vardas1715          Pavarde1715         7.08              
Vardas1716          Pavarde1716         5.48              
Vardas1717          Pavarde1717         7.48              
Vardas1718          Pavarde1718         6.88              
Vardas1719          Pavarde1719         4.88              
Vardas1720          Pavarde1720         8.08              
Vardas1721          Pavarde1721         4.92              
Vardas1722          Pavarde1722         2.68              
Vardas1723          Pavarde1723         6.16              
Vardas1724          Pavarde1724         4.84              
Vardas1725          Pavarde1725         7.04              
Vardas1726          Pavarde1726         3.84              
Vardas1727          Pavarde1727         3.08              
Vardas1728          Pavarde1728         5.08              
Vardas1729          Pavarde1729         4.04              
Vardas1730          Pavarde1730         4.12              
Vardas1731          Pavarde1731         5.48              
Vardas1732          Pavarde1732         6.12              
Vardas1733          Pavarde1733         7.24              
Vardas1734          Pavarde1734         4.84              
Vardas1735          Pavarde1735         2.76              
Vardas1736          Pavarde1736         7.4               
Vardas1737          Pavarde1737         7.8               
Vardas1738          Pavarde1738         8                 
Vardas1739          Pavarde1739         4.84              
Vardas1740          Pavarde1740         4.96              
Vardas1741          Pavarde1741         3.68              
Vardas1742          Pavarde1742         2.96              
Vardas1743          Pavarde1743         4                 
Vardas1744          Pavarde1744         4.48              
Vardas1745          Pavarde1745         3.24              
Vardas1746          Pavarde1746         6.4               
Vardas1747          Pavarde1747         5.12              
Vardas1748          Pavarde1748         4.4               
Vardas1749          Pavarde1749         3.32              
Vardas1750          Pavarde1750         8.2               
Vardas1751          Pavarde1751         2.92              
Vardas1752          Pavarde1752         3.6               
Vardas1753          Pavarde1753         8.2               
Vardas1754          Pavarde1754         5                 
Vardas1755          Pavarde1755         6.92              
Vardas1756          Pavarde1756         4.68              
Vardas1757          Pavarde1757         8.88              
Vardas1758          Pavarde1758         5.52              
Vardas1759          Pavarde1759         2.8               
Vardas1760          Pavarde1760         5.04              
Vardas1761          Pavarde1761         6.32              
Vardas1762          Pavarde1762         3.48              
Vardas1763          Pavarde1763         3.2               
Vardas1764          Pavarde1764         7                 
Vardas1765          Pavarde1765         5.48              
Vardas1766          Pavarde1766         7.8               
Vardas1767          Pavarde1767         3.92              
Vardas1768          Pavarde1768         3.8               
Vardas1769          Pavarde1769         3.28              
Vardas1770          Pavarde1770         6.6               
Vardas1771          Pavarde1771         7.2               
Vardas1772          Pavarde1772         5.44              
Vardas1773          Pavarde1773         3.4               
Vardas1774          Pavarde1774         8                 
Vardas1775          Pavarde1775         9.44              
Vardas1776          Pavarde1776         4.4               
Vardas1777          Pavarde1777         4.64              
Vardas1778          Pavarde1778         8.04              
Vardas1779          Pavarde1779         7.64              
Vardas1780          Pavarde1780         7.88              
Vardas1781          Pavarde1781         3.4               
Vardas1782          Pavarde1782         2.92              
Vardas1783          Pavarde1783         3.84              
Vardas1784          Pavarde1784         8.24              
Vardas1785          Pavarde1785         8.8               
Vardas1786          Pavarde1786         9.2               
Vardas1787          Pavarde1787         3.88              
Vardas1788          Pavarde1788         8.12              
Vardas1789          Pavarde1789         1.72              
Vardas1790          Pavarde1790         3.72              
Vardas1791          Pavarde1791         6.96              
Vardas1792          Pavarde1792         2.84              
Vardas1793          Pavarde1793         3.88              
Vardas1794          Pavarde1794         3.16              
Vardas1795          Pavarde1795         5.92              
Vardas1796          Pavarde1796         5.32              
Vardas1797          Pavarde1797         3.68              
Vardas1798          Pavarde1798         4.48              
Vardas1799          Pavarde1799         4.04              
Vardas1800          Pavarde1800         6.96              
Vardas1801          Pavarde1801         3.24              
Vardas1802          Pavarde1802         3.8               
Vardas1803          Pavarde1803         3.92              
Vardas1804          Pavarde1804         3.6               
Vardas1805          Pavarde1805         7.16              
Vardas1806          Pavarde1806         8.16              
Vardas1807          Pavarde1807         4.8               
Vardas1808          Pavarde1808         2.76              
Vardas1809          Pavarde1809         7.48              
Vardas1810          Pavarde1810         6.96              
Vardas1811          Pavarde1811         7.88              
Vardas1812          Pavarde1812         7.48              
Vardas1813          Pavarde1813         3.32              
Vardas1814          Pavarde1814         6.56              
Vardas1815          Pavarde1815         4.8               
Vardas1816          Pavarde1816         4.36              
Vardas1817          Pavarde1817         7.16              
Vardas1818          Pavarde1818         7.04              
Vardas1819          Pavarde1819         9.12              
Vardas1820          Pavarde1820         4.04              
Vardas1821          Pavarde1821         6.36              
Vardas1822          Pavarde1822         3.04              
Vardas1823          Pavarde1823         4.68              
Vardas1824          Pavarde1824         6.44              
Vardas1825          Pavarde1825         6.2               
Vardas1826          Pavarde1826         6.24              
Vardas1827          Pavarde1827         7.44              
Vardas1828          Pavarde1828         7.44              
Vardas1829          Pavarde1829         8.24              
Vardas1830          Pavarde1830         3.84              
Vardas1831          Pavarde1831         7.6               
Vardas1832          Pavarde1832         3.24              
Vardas1833          Pavarde1833         4.04              
Vardas1834          Pavarde1834         3.28              
Vardas1835          Pavarde1835         3.32              
Vardas1836          Pavarde1836         4.24              
Vardas1837          Pavarde1837         5.16              
Vardas1838          Pavarde1838         3.32              
Vardas1839          Pavarde1839         2.76              
Vardas1840          Pavarde1840         5.36              
Vardas1841          Pavarde1841         4.48              
Vardas1842          Pavarde1842         4.08              
Vardas1843          Pavarde1843         8.16              
Vardas1844          Pavarde1844         2.84              
Vardas1845          Pavarde1845         5.64              
Vardas1846          Pavarde1846         5.32              
Vardas1847          Pavarde1847         4.24              
Vardas1848          Pavarde1848         5.04              
Vardas1849          Pavarde1849         7                 
Vardas1850          Pavarde1850         8.32              
Vardas1851          Pavarde1851         2.6               
Vardas1852          Pavarde1852         2.92              
Vardas1853          Pavarde1853         4.32              
Vardas1854          Pavarde1854         5                 
Vardas1855          Pavarde1855         4.92              
Vardas1856          Pavarde1856         5.48              
Vardas1857          Pavarde1857         5.76              
Vardas1858          Pavarde1858         3.16              
Vardas1859          Pavarde1859         4.16              
Vardas1860          Pavarde1860         6.32              
Vardas1861          Pavarde1861         7.92              
Vardas1862          Pavarde1862         6.36              
Vardas1863          Pavarde1863         4.52              
Vardas1864          Pavarde1864         4.36              
Vardas1865          Pavarde1865         7.48              
Vardas1866          Pavarde1866         7.08              
Vardas1867          Pavarde1867         5.56              
Vardas1868          Pavarde1868         2.68              
Vardas1869          Pavarde1869         7.36              
Vardas1870          Pavarde1870         8.24              
Vardas1871          Pavarde1871         7.72              
Vardas1872          Pavarde1872         8.2               
Vardas1873          Pavarde1873         8.16              
Vardas1874          Pavarde1874         5.72              
Vardas1875          Pavarde1875         5.52              
Vardas1876          Pavarde1876         2.84              
Vardas1877          Pavarde1877         3.76              
Vardas1878          Pavarde1878         4.28              
Vardas1879          Pavarde1879         3.84              
Vardas1880          Pavarde1880         4.88              
Vardas1881          Pavarde1881         5.24              
Vardas1882          Pavarde1882         6.16              
Vardas1883          Pavarde1883         8.32              
Vardas1884          Pavarde1884         3.08              
Vardas1885          Pavarde1885         7.68              
Vardas1886          Pavarde1886         6.4               
Vardas1887          Pavarde1887         5.52              
Vardas1888          Pavarde1888         7.2               
Vardas1889          Pavarde1889         5.56              
Vardas1890          Pavarde1890         3.24              
Vardas1891          Pavarde1891         5.16              
Vardas1892          Pavarde1892         7.4               
Vardas1893          Pavarde1893         8.44              
Vardas1894          Pavarde1894         2.96              
Vardas1895          Pavarde1895         7.6               
Vardas1896          Pavarde1896         3.8               
Vardas1897          Pavarde1897         8.48              
Vardas1898          Pavarde1898         2.32              
Vardas1899          Pavarde1899         6.36              
Vardas1900          Pavarde1900         6                 
Vardas1901          Pavarde1901         6.52              
Vardas1902          Pavarde1902         4.36              
Vardas1903          Pavarde1903         5.88              
Vardas1904          Pavarde1904         3.04              
Vardas1905          Pavarde1905         6.48              
Vardas1906          Pavarde1906         7.08              
Vardas1907          Pavarde1907         5.4               
Vardas1908          Pavarde1908         5.32              
Vardas1909          Pavarde1909         3.36              
Vardas1910          Pavarde1910         3.6               
Vardas1911          Pavarde1911         8.68              
Vardas1912          Pavarde1912         4.12              
Vardas1913          Pavarde1913         4.6               
Vardas1914          Pavarde1914         5.8               
Vardas1915          Pavarde1915         5                 
Vardas1916          Pavarde1916         3.72              
Vardas1917          Pavarde1917         6.84              
Vardas1918          Pavarde1918         7.28              
Vardas1919          Pavarde1919         4.04              
Vardas1920          Pavarde1920         6.36              
Vardas1921          Pavarde1921         6.04              
Vardas1922          Pavarde1922         5.12              
Vardas1923          Pavarde1923         3.88              
Vardas1924          Pavarde1924         7.08              
Vardas1925          Pavarde1925         7.4               
Vardas1926          Pavarde1926         5.2               
Vardas1927          Pavarde1927         7.12              
Vardas1928          Pavarde1928         1.96              
Vardas1929          Pavarde1929         6.6               
Vardas1930          Pavarde1930         6.12              
Vardas1931          Pavarde1931         6.32              
Vardas1932          Pavarde1932         7.76              
Vardas1933          Pavarde1933         7.12              
Vardas1934          Pavarde1934         8.08              
Vardas1935          Pavarde1935         2.52              
Vardas1936          Pavarde1936         3.52              
Vardas1937          Pavarde1937         4.64              
Vardas1938          Pavarde1938         3.88              
Vardas1939          Pavarde1939         4.16              
Vardas1940          Pavarde1940         6.2               
Vardas1941          Pavarde1941         6.92              
Vardas1942          Pavarde1942         3.92              
Vardas1943          Pavarde1943         4.24              
Vardas1944          Pavarde1944         5.44              
Vardas1945          Pavarde1945         5.08              
Vardas1946          Pavarde1946         5.16              
Vardas1947          Pavarde1947         6.6               
Vardas1948          Pavarde1948         3.68              
Vardas1949          Pavarde1949         7.16              
Vardas1950          Pavarde1950         6.76              
Vardas1951          Pavarde1951         4.6               
Vardas1952          Pavarde1952         7.08              
Vardas1953          Pavarde1953         5.76              
Vardas1954          Pavarde1954         2.28              
Vardas1955          Pavarde1955         5.76              
Vardas1956          Pavarde1956         5.72              
Vardas1957          Pavarde1957         6.68              
Vardas1958          Pavarde1958         6.8               
Vardas1959          Pavarde1959         7.4               
Vardas1960          Pavarde1960         6                 
Vardas1961          Pavarde1961         7                 
Vardas1962          Pavarde1962         3.68              
Vardas1963          Pavarde1963         4.56              
Vardas1964          Pavarde1964         7.84              
Vardas1965          Pavarde1965         5.96              
Vardas1966          Pavarde1966         3.88              
Vardas1967          Pavarde1967         3.84              
Vardas1968          Pavarde1968         2.92              
Vardas1969          Pavarde1969         4.28              
Vardas1970          Pavarde1970         3.36              
Vardas1971          Pavarde1971         3.92              
Vardas1972          Pavarde1972         6.8               
Vardas1973          Pavarde1973         2.8               
Vardas1974          Pavarde1974         7.2               
Vardas1975          Pavarde1975         4.28              
Vardas1976          Pavarde1976         3.28              
Vardas1977          Pavarde1977         4.12              
Vardas1978          Pavarde1978         6.48              
Vardas1979          Pavarde1979         6.84              
Vardas1980          Pavarde1980         4.16              
Vardas1981          Pavarde1981         4                 
Vardas1982          Pavarde1982         3.52              
Vardas1983          Pavarde1983         2.52              
Vardas1984          Pavarde1984         6.96              
Vardas1985          Pavarde1985         5.24              
Vardas1986          Pavarde1986         3.48              
Vardas1987          Pavarde1987         3.12              
Vardas1988          Pavarde1988         4.32              
Vardas1989          Pavarde1989         7.84              
Vardas1990          Pavarde1990         6.96              
Vardas1991          Pavarde1991         4.84              
Vardas1992          Pavarde1992         2.68              
Vardas1993          Pavarde1993         8                 
Vardas1994          Pavarde1994         8.08              
Vardas1995          Pavarde1995         7.96              
Vardas1996          Pavarde1996         5.56              
Vardas1997          Pavarde1997         8.52              
Vardas1998          Pavarde1998         4.32              
Vardas1999          Pavarde1999         5.36              
Vardas2000          Pavarde2000         4.36              
Vardas2001          Pavarde2001         5.6               
Vardas2002          Pavarde2002         1.96              
Vardas2003          Pavarde2003         7.04              
Vardas2004          Pavarde2004         5.08              
Vardas2005          Pavarde2005         8                 
Vardas2006          Pavarde2006         7.16              
Vardas2007          Pavarde2007         6.52              
Vardas2008          Pavarde2008         3.44              
Vardas2009          Pavarde2009         9.04              
Vardas2010          Pavarde2010         7.6               
Vardas2011          Pavarde2011         6.96              
Vardas2012          Pavarde2012         7.72              
Vardas2013          Pavarde2013         6.68              
Vardas2014          Pavarde2014         4.04              
Vardas2015          Pavarde2015         7.04              
